title,subtitle,raw_text,url,id,mode,location,price,details,eligibility,active,reviewed,reviewed_at,enhanced_description,valid_url,pending,application_due_dates,program_dates,grade_level
Lincoln Laboratory,MIT Internship,"The Summer High School Internship Program at MIT Lincoln Laboratory provides a unique opportunity for rising seniors who live and attend high school in the New England area to experience and explore STEM careers before committing to an area of study in college.  During the summer, local high school interns are paired with Laboratory staff mentors to complete projects, solve problems, and learn and apply crucial technical and interpersonal skills in a hands-on, professional environment.  Local high school interns will also have access to many of the Laboratory’s technical and professional resources.  This opportunity is a paid learning experience.",https://www.ll.mit.edu/outreach/summer-high-school-internship-program,b195ea68-f6e6-4399-8718-d5c41a989ff0,"[""In-Person""]","[""Massachusetts""]","[""Free""]","[""Internship"",""STEM"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
Vanderbilt University,Interdisciplinary Science and Research Program,The ISR program at Vanderbilt University offers high school students an opportunity to engage in scientific research and gain hands-on experience in various STEM fields. Participants will work closely with faculty and graduate students to explore research topics and develop essential skills for future academic pursuits.,https://www.vanderbilt.edu/cseo/programs/high-school-programs/isr/,b1f54a03-5299-4a01-b3d1-34c5c3ec55b8,"[""In-Person""]",,"[""Paid""]","[""Program"",""STEM"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
ASP Summer,UNH,"Since 1958, talented rising seniors and highly motivated rising juniors from high schools around New Hampshire have come together for the Advanced Studies Program at St. Paul’s School. The five-week-long ASP is more than summer school — it’s a unique, immersive and transformative program that is equal parts academic exploration, college preparation … and fun.",https://www.sps.edu/asp-summer,b2142d06-7459-448f-ad51-3d04650fa4bb,"[""In-Person""]","[""New Hampshire""]","[""Paid""]","[""Program"",""Mixed"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
Sejong Korea Scholars Program,Stanford SPICE,"The Sejong Korean Scholars Program is an interactive online course that engages 15–20 U.S. high school students in an intensive study of Korea and U.S.–Korea relations. Ambassadors, top scholars, and experts throughout the United States provide online lectures and engage students in live discussion sessions. The SKSP equips participants with a rare degree of expertise about Korea and U.S.–Korean relations that may have a significant impact on their choices of study and future careers.",https://spicestanford.smapply.io/,b22f2821-c3d5-402e-ac7f-096971b06b89,"[""Remote""]","[""California""]","[""Free""]","[""Program"",""Humanities"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,true,false,[],[],[]
Civic Leadership Institute,Northwestern,"The Civic Leadership Institute (CLI) provides students a unique opportunity to explore current social and political issues through service-learning experiences, exchanges with community leaders, and academic study. Students build awareness and opinions, develop critical thinking skills through dialogue and debate, hone their leadership skills, and create an action plan on a topic of interest, encouraging them to make positive change.",https://www.ctd.northwestern.edu/civic-leadership-institute,b23beeb1-b119-406d-9d2d-2fecbe55f7be,"[""In-Person""]","[""Illinois""]","[""Paid""]","[""Program"",""Humanities"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,true,false,[],[],[]
Canada/USA Mathcamp,Canada/USA Mathcamp,"Canada/USA Mathcamp is an intensive 5-week-long summer program for mathematically talented high school students, designed to expose these students to the beauty of advanced mathematical ideas and to new ways of thinking. More than just a summer camp, Mathcamp is a vibrant community, made up of a wide variety of people who share a common love of learning and passion for mathematics. At Mathcamp, students can explore undergraduate and even graduate-level topics while building problem-solving skills that will help them in any field they choose to study.

Why come to Mathcamp?
Mathcamp is a chance to…

Live and breathe mathematics that is fascinating, deep, difficult, fun, mysterious, abstract, interconnected (and sometimes useful).
Gain mathematical knowledge, skills and confidence – whether for a possible career in math and science, for math competitions, or just for yourself.
Set and pursue your own educational goals: choose your classes, do a project, learn what you want to learn.
Study with mathematicians who are passionate about their subject, from internationally known researchers to graduate students at the start of their careers, all eager to share their knowledge and enthusiasm with you.
Make friends with students from around the world and discover how much fun it is to be around people who think math is cool.",https://www.mathcamp.org/admission/,b23f8fc3-f4d1-4523-b8fc-44fb54c83702,"[""In-Person""]","[""Vermont""]","[""Paid""]","[""Mathematics""]","[""International Students"",""Domestic Students""]",true,true,2026-01-05 23:34:02.809+00,"Canada/USA Mathcamp is an intensive five-week summer program designed for mathematically talented high school students to explore advanced topics ranging from undergraduate to graduate levels. Participants have the freedom to set their own educational goals by choosing their own classes and pursuing independent projects under the mentorship of passionate mathematicians, including internationally recognized researchers and graduate students. This vibrant community fosters problem-solving skills and confidence applicable to future careers or competitions while connecting students from around the world who share a deep passion for the beauty and interconnectedness of mathematics.",true,false,"[{""label"":""Application for Admission"",""due_date"":""2026-02-23""},{""label"":""Financial Aid Application"",""due_date"":""2026-02-23""}]","[{""label"":null,""end_date"":""2026-08-02"",""start_date"":""2026-06-28""}]",[]
NURPH,Northwestern,"Northwestern University Research Program for High Schoolers (NURPH) is a seven-week paid program aiming to bring University laboratory resources to high school students from Chicago Math and Science Academy and Northwestern Academy. The program runs June 20 – Aug 4 for the summer of 2023 and is open to current sophomores and juniors. No previous research experience is required. Students will have the opportunity to perform novel research mentored directly by professional researchers in Northwestern University’s highly regarded Materials Science and Engineering Department. Materials Science and Engineering is an exciting interdisciplinary field with applications in energy, medicine, computing, and many other important scientific problems today. Program participants are fully funded by our sponsors, the National Science Foundation’s Materials Research Science and Engineering Centers and the National Science Foundation’s Harnessing the Data Revolution fund.",https://sites.northwestern.edu/nurph/apply/,b24b2f7e-06b4-45a9-a540-bef3d6dd689a,"[""In-Person""]","[""Illinois""]","[""Free""]","[""Program"",""STEM"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
Robotics Competition,FIRST,"FIRST Robotics Competition (FRC) is an international robotics competition where high school teams design, build, and program robots to compete in various challenges. Participants work on complex engineering projects and collaborate with mentors and peers. The competition aims to promote STEM education, teamwork, and problem-solving skills. Winners receive awards and recognition for their engineering and robotics achievements. The event supports the development of future engineers and technologists.",https://www.firstinspires.org/robotics/frc,b25618fa-5367-43b7-bdff-3bfeee01b825,"[""Remote""]","[""All States""]","[""Free""]","[""Competition"",""Engineering"",""Private""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Harper Research Cures Cancer Corps,UND,"The University of Notre Dame’s Harper Cancer Research Institute is providing educational research opportunities for the next generation of cancer researchers and better serve the greater good within the global community. The Harper Cancer Research Institute at the University of Notre Dame, is dedicated to advancing education and research in the field of cancer.  This marketable, applied learning opportunity offers hands-on lab experience, individualized mentoring, and enhances problem-solving and leadership skills. During the summer, high school students will have the rare opportunity to conduct cancer research alongside University of Notre Dame professors. The experience is part of the Research Cures Cancer Corps (RC3) program from the Harper Cancer Research Institute. The program aims to build a broader pipeline to careers in cancer research, an effort that cancer researchers say is crucial for making cancer treatments effective for all populations. Selected participants will benefit from transformative research experiences.",https://harpercancer.nd.edu/opportunities/research-cures-cancer-corp-rc3-for-high-school-students/,b35879c4-d4c6-45c8-9166-6d2d6a5b66da,"[""In-Person""]","[""Indiana""]","[""Free""]","[""Program"",""Medicine"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
OPTIMUS Research Internship,UCSD,"OPTIMUS 2024 will extend from June 17th through August 9th. The program will be hosted by medical students and graduate students from UC San Diego. We are planning for an in-person program where students will come up to Moores Cancer Center at UC San Diego, work in real cancer research labs, spend time shadowing doctors in clinic, and learn about medicine, cancer, and research. Students will be awarded a stipend for participation.",https://moorescancercenter.ucsd.edu/education/optimus/index.html,b35bfb79-0c0a-45a7-ab84-5ee6ff29f2fd,"[""In-Person""]","[""California""]","[""Paid""]","[""Internship"",""Medicine"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
Cooper Union,HS Introduction to Architecture,This summer program offers high school students an introduction to architecture through hands-on projects and studio work. Participants will explore design principles and develop their creative skills while working with experienced faculty and peers in a collaborative environment.,https://cooper.edu/architecture/summer-programs/hs-introduction-architecture,b37f5ed2-b359-450f-894b-d2dec134b9a8,"[""In-Person""]","[""New York""]","[""Paid""]","[""Program"",""Art"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
CS Scholars,Carnegie Mellon University,"CS Scholars takes rising high school sophomores on a four-week deep dive into computer science, combining classroom instruction, hands-on projects, faculty lectures, and industry engagement with leading tech companies around the country. This fully funded, merit-based program gives students the opportunity to explore computing with Carnegie Mellon faculty, staff, and researchers, gaining mentorship, developing technical skills, and applying their learning to real-world challenges in computer science.
Program Overview
As a CS Scholar, you will dive into college-level courses and weekly college prep seminars covering admissions, financial aid, and social-emotional wellbeing. Through project-based learning, you’ll explore computing and mathematics while collaborating on hands-on group projects that tackle real-world challenges and culminate in a final symposium presentation. You’ll also connect with industry leaders, gain mentorship from faculty, and build lasting relationships with peers all while experiencing life on a college campus.  A core value of the CS Scholars program is a commitment to an inclusive, equitable community where all participants feel valued and supported; scholars are expected to uphold this value and actively contribute to a culture of respect and belonging.
Students who complete the program and demonstrate a desire to continue may be invited to return as rising seniors to CMU’s AI Scholars program the following summer! 
CS Scholars is a fully funded, merit-based program that brings together students from across the country to learn directly from CMU faculty, staff, and researchers. Thanks to generous support from foundations, corporations, sponsors, and donors, all program costs are covered, including*:
Tuition
Housing
Meal plans
Select program-related field trips and special events",https://www.cmu.edu/pre-college/academic-programs/computer-science-scholars.html,b386f826-3dab-40d6-8f56-2f5abec835c9,"[""In-Person""]","[""Pennsylvania""]","[""Paid""]","[""Computer Science"",""University""]","[""Domestic Students""]",true,true,2026-01-06 00:45:21.196+00,"CS Scholars is a fully funded, merit-based four-week program designed for rising high school sophomores to engage in a deep dive into computer science through classroom instruction and hands-on projects. Participants explore college-level courses and mathematics while attending weekly seminars on college admissions, financial aid, and social-emotional wellbeing. Students receive mentorship from faculty and researchers, connect with industry leaders from major tech companies, and collaborate on group projects that culminate in a final symposium presentation. The program covers all costs, including tuition, housing, and meals, while fostering an inclusive community where scholars are expected to contribute to a culture of respect and belonging. Successful participants who demonstrate a continued interest in the field may even be invited to return the following summer for the AI Scholars program.",true,false,"[{""label"":null,""due_date"":""2026-02-01""}]","[{""label"":null,""end_date"":""2026-07-18"",""start_date"":""2026-06-20""}]","[""Sophomore"",""Junior""]"
Upward Bound,UPENN,"Penn Upward Bound (UB) is an afterschool and summer college prep program for highly motivated students at Sayre, Overbrook, West Philadelphia, and Parkway West who demonstrate financial need or will be first-generation-to-college students.",https://vpse.upenn.edu/upward-bound/,b38bae88-c44f-4d34-b416-935a9094ff30,"[""In-Person""]","[""Pennsylvania""]","[""Paid""]","[""Program"",""STEM"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
Google CS Summer Institute,CSSI,"Welcome to Google’s Computer Science Summer Institute! We are so excited to work with you, and join you on your journey into computer science. CSSI aims to provide an introduction to computer science for high school level students with a passion for technology. Our curriculum provides an intensive, interactive and hands-on opportunity for students with minimal exposure to CS to learn the basic concepts of programming. This content seeks to inspire the tech leaders and innovators of tomorrow by supporting the study of computer science, software engineering and other closely related subjects.",https://buildyourfuture.withgoogle.com/programs/computer-science-summer-institute,b3aa0ab3-a38f-4042-a08f-4911e8e30896,"[""Remote""]","[""California""]","[""Free""]","[""Program"",""Computer Science"",""Private""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Northeastern University,Summer Internship,This summer internship program provides students with hands-on experience in various business sectors. Participants will work closely with industry professionals and gain valuable skills that enhance their academic learning. Interns will also have opportunities to network and develop their career paths in a supportive environment.,https://impactengines.northeastern.edu/ia/c2c/summer-internship/,b3ceea30-ee41-4501-bb55-ae03574cdcbb,"[""In-Person""]",,"[""Paid""]","[""Internship"",""Business"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Missouri University of Science and Technology,Future City: Electrifying Your Future,This program invites students to design and build a model city using engineering principles. Participants will explore sustainable energy solutions and present their projects. It offers hands-on experience in engineering and teamwork while fostering creativity and innovation among students.,https://summer.mst.edu/browse/futurecityelectrifyingyourfuture/,b3dd8a77-cfc8-4b87-b703-09551fde6eb7,"[""In-Person""]","[""Missouri""]","[""Paid""]","[""Program"",""Engineering"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Summer Academy,NYTEDU,"This summer, join students from around the world to explore, discover and learn alongside – and from – people with unique perspectives and personal experiences that may differ from your own. Take a front row seat and get ready to pursue your passions, seek new challenges, embrace new adventures and think critically and creatively.",https://nytedu.com/admissions/summer-academy-admissions/,b45fcfb5-7ee4-47dc-b99b-99f75fbbbd92,"[""In-Person""]","[""New York""]","[""Paid""]","[""Program"",""Mixed"",""Private""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Online Pre-College Programs,UMass,"Our online pre-college programs are designed to give you a preview of the UMass Amherst student experience, including college-level academics and being part of a learning community of high school students from all across the U.S. and the world.",https://www.umass.edu/uww/programs/pre-college/apply-now,b464bd3b-981e-4c64-a436-2f21a27ccba6,"[""Remote""]","[""Massachusetts""]","[""Paid""]","[""Program"",""Mixed"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Computer Science and Informatics,Stony Brook,"Computer Science and Informatics Summer Research Experience Program (CSIRE) is a 6-week research experience program on computer science and informatics for high school students. The program assumes the participant already has good skills on programming or data analytics. Since launching in 2017, the program has become increasingly competitive. If you are looking for a program to get familiar with a topic of interest or to learn fundamental skills, please visit our Pre-College",https://bmi.stonybrookmedicine.edu/csire,b4a0d6c1-cfaf-4a63-aec6-43937603c042,"[""In-Person""]","[""New York""]","[""Paid""]","[""Program"",""Computer Science"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Aerospace Academy,Rice,"Confirm Receipt of Invitation
For Teachers
For Alumni
Login
Have Questions? (866) 858 • 5323
Envision Logo
Experiences
Locations
Why Envision
Resources
Home
Educational Experiences
Aerospace Academy
ENVISION BY WORLDSTRIDES
Aerospace Academy
Lift off into the future of aerospace innovation. At Rice University Aerospace Academy, you'll dive into the world of flight technology, propulsion, and design. Through hands-on projects and collaboration with industry professionals, this program empowers you to explore the science of flight, engineer solutions to real challenges, and connect with others who share a passion for aerospace.
1 of 6
Overview
Highlights
Dates & Locations
Tuition Resources
Itinerary
Testimonials
FAQ

Your Launchpad into Aerospace Engineering

Picture this: you're carrying your prototype rocket across Rice campus with your team, heart racing as you prepare to launch something you designed and built from scratch. That's what the Rice University Aerospace Academy, Fueled by Envision program is all about — hands-on learning where your classrooms are wind tunnels and flight simulators, taught by aerospace engineers and Rice faculty who live for space exploration.
 
You'll spend mornings in design labs fine-tuning balloon launch experiments, afternoons building rockets or touring NASA Johnson Space Center, and evenings laughing with new friends who share your passion for flight. This program doesn't just show you what aerospace engineers do - it gives you the experience, confidence, and community to become one yourself.
Grades:
9-12
Duration:
12 Days
Format:
Residential
Starting Price:
$6,999.00
Locations, program content, and speakers are subject to change.
Envision by WorldStrides

For over 40 years, Envision—part of the WorldStrides family—has helped students from elementary through high school explore their interests and uncover what excites them most. Our immersive programs are built with educators and industry experts to support career exploration, leadership growth, and college prep. Along the way, students build real-world skills, boost their confidence, and start to see a clearer path toward their future.
Why Students Choose Envision
Real Aerospace Design Challenges
Prototype and test your own rocket concepts through hands-on builds and simulations.
Campus Life at Rice University
Stay in dorms, use campus labs, and explore one of the country’s top-tier research universities.
Rice University Faculty Forums
You'll learn directly from renowned Rice University faculty who'll give you a preview of college-level education while sharing valuable career insights and industry knowledge.
Team Challenges
Join team challenges that test your creativity, problem solving, and ability to innovate under pressure.
AER_2024_Rice_S1_41
Designed to Launch Your Future
Hands-On Engineering and Aerospace Design
You'll plan, design, and launch your own satellite mission under a high-altitude weather balloon while also building and launching a model rocket, gaining hands-on experience in satellite technology and aerospace engineering principles.
Develop Critical Social-Emotional Skills
You'll master the five CASEL skills (self-awareness, self-management, social awareness, relationship skills, and responsible decision-making) that help you understand yourself better, connect with others, and make thoughtful choices in school, friendships, and your future career.
Create a Portfolio-Worthy Documentary
You'll create your own Mission Documentary capturing your entire experience, learning journey, and teamwork skills - a creative reflection piece that showcases your growth and makes a great addition to college applications or internships.
Networking with Industry Professionals.
Meet, mingle, and have real conversations with top professionals from NASA, Rice University, and the space industry. Ask questions, share your interests, and make memorable connections that could open doors in your future.

Dates, Locations, & Tuition
What does the price include?

Rice University
Houston, Texas, United States
$6,999.00
Residential
Dates: June 21 - July 2
Duration: 12 Days
$6,999.00
Residential
Dates: July 5-16
Duration: 12 Days
We are currently evaluating all aspects of the Aerospace Academy and may make changes to the curriculum, site visits or program location to ensure the program meets the most up-to-date health and safety standards.
Featured Extras
Polygence Experiences
Polygence offers three programs that connect high school students with expert mentors: Pod Program for group research projects, Core Program for individual 1-on-1 mentored research, and WorkLabs for hands-on startup experience with company founders.
Tuition & Travel Protection 
Optional protection plan providing comprehensive coverage including trip cancellation, medical evacuation, baggage protection, and accident insurance with assistance services. 
Payment Options 
We offer scholarships, fundraising support, payment plans, and other options to help make your program affordable.

Pay Over Time

Scholarship & Grants

Fundraising & Donations
Sample Course Schedule
*This sample schedule is provided as an example of the overall quality and scope of a typical program experience and is not intended to represent a specific schedule. The specific schedule, speakers, site visits and details may vary. 
Day 1
Program Registration
Check-In and Orientation
Evening Team Time
Welcome Activities
Day 2
Keynote Address
OneOrbit Welcome – Dr. Leroy Chiao
Speciality Workshop
Color Code
College & Career Readiness
Admissions & Student Panel   
Campus Tour
Discover College Life
Speaker Series
Aerodynamics & Rocketry
Mission V-Log
Introduction & Planning 
Evening Team Time
Game Night
Day 3
Atmospheric Payload Mission
Simulation Kickoff
Mission V-Log
Initial Design Update    
Speaker Series
Artificial Intelligence in Aerospace  
Evening Team Time
Trivia Night
Day 4
Atmospheric Payload Mission
Simulation Design Phase


Speaker Series
Satellite Systems & Operations
Mission V-Log
Prototype Update
Evening Team Time
Campus Scavenger Hunt
Day 5
Atmospheric Payload Mission
Simulation Testing & Calculations


Speaker Series
Orbital Mechanics
Evening Team Time 
Recharge & Prepare
Day 6
Atmospheric Payload Mission
Simulation Launch Day

Mission V-Log
Documenting the Launch
City Exploration
Kemah Boardwalk 
Day 7
Field Excursion
Space Center Houston
Specialty Workshop
Public Speaking
Mission V-Log
Mission Updates
Speaker Series
Space Weather
Evening Team Time
Reflection & Connection
Day 8
Specialty Workshop
Robotics Workshop
Specialty Workshop
Rocket Challenge: Planning
Mission V-Log
Crowdsourcing Feedback
Speaker Series
Life of an Aerobatic Pilot
Evening Team Time
Connections That Last
Day 9
Specialty Workshop
Mechanical Engineering Workshop (CAD & 3D Printing)
Specialty Workshop
Rocket Challenge: Prototyping
Speaker Series
Research & Exploration in Aerospace
Mission V-Log
Capturing the Build
Evening Team Time
Team Reflection
Day 10
Specialty Workshop
Rocket Challenge: First Launch
Field Excursion
Lonestar Flight Museum
Speaker Series
Evening with the Experts
Mission V-Log
Launch Reflections
Evening Team Time
Recharge Together
Day 11
Specialty Workshop
Rocket Challenge: Final Launch
Mission V-Log
Final Preparation & Presentations
Final Group Meeting
Reflections & Certificates
Evening Team Time
Celebrate & Remember
Day 12
Departure
Check-Out

Health & Safety
Travel with confidence knowing you're never alone out there. When you choose Envision by WorldStrides, you've got an entire support network working around the clock to keep you safe.
1
Safety Monitoring
We work with Exlog, a top international security company, and keep a close eye on updates from the State Department and CDC. This helps us make smart, informed decisions about keeping our travelers safe.
2
Extensive Preparation
We're constantly researching our destinations and getting real-time alerts so we always know what's happening around the world. Before you leave, we'll make sure you have all the important info you need about where you're headed.
3
Local Support
Our support network reaches everywhere, so you've got local help no matter where you are. Whether it's a natural disaster, someone gets sick, or anything else unexpected happens, our team is ready to help 24/7.
Testimonials
AER_2024_Rice_S2_067
AER_2024_Rice_S1_31
Frequently Asked Questions

What is the Envision Aerospace Academy experience really like?
Is this just another STEM summer camp?
Who should attend?
Where is the program held?
Will this help with college admissions?

Your Nomination Makes An Impact

For over 40 years, Envision’s programs have helped students discover their passion, test drive careers, and develop as leaders. Give students an opportunity to reach their full potential by nominating them today.
Related Experiences",https://www.envisionexperience.com/explore-our-programs/aerospace-academy,b51570ce-4d52-4b19-b6b8-7454faef5a73,"[""In-Person""]","[""Texas""]","[""Paid""]","[""STEM"",""University"",""Leadership""]","[""International Students"",""Domestic Students""]",true,false,,"The Aerospace Academy, presented by Envision by WorldStrides, is a 12-day residential program designed for high school students in grades 9-12 who are interested in exploring flight technology, propulsion, and aerospace engineering. Participants engage in immersive, hands-on projects such as prototyping rockets, designing satellite missions for high-altitude weather balloons, and utilizing tools like flight simulators, robotics, and 3D printing. Led by industry professionals and university faculty, the experience allows students to network with experts from NASA and the space industry while developing social-emotional skills and creating a professional mission documentary for their college portfolios. With a starting price of $6,999.00, the program focuses on career exploration and leadership growth, offering various scholarships, grants, and payment plans to help manage tuition costs.",true,true,[],"[{""label"":null,""end_date"":""2026-07-02"",""start_date"":""2026-06-21""},{""label"":null,""end_date"":""2026-07-16"",""start_date"":""2026-07-05""}]",
University Interscholastic League,UIL,"The University Interscholastic League (UIL) Texas provides a variety of academic and extracurricular competitions for high school students across the state. It encompasses events in academics, arts, and athletics, offering opportunities for students to showcase their talents and skills. UIL competitions include academic subjects such as mathematics, science, and debate, as well as activities like theater and music. The league aims to promote educational excellence and personal development through competitive events. UIL provides a structured platform for students to excel in a range of disciplines.",https://www.uiltexas.org/academics,b54d2c6b-9b39-47a5-b5d0-05c5fc870380,"[""Remote""]","[""Texas""]","[""Free""]","[""Competition"",""Mixed"",""Private""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Rutgers University,The Goldman Group Summer Research Program,This program offers undergraduate students the opportunity to engage in hands-on research in chemistry under the guidance of faculty members. Participants will work on innovative projects and gain valuable experience in a collaborative research environment.,https://chem.rutgers.edu/the-goldman-group-leedar/the-goldman-group-leedar-summer-research-program,b5715bf2-beeb-4ea9-b008-9f96305a4dd8,"[""In-Person""]","[""New Jersey""]","[""Paid""]","[""Research"",""Chemistry"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Pre-College,UMT,"Summer Exploration offers high school students infinite possibilities during a transformative live-in, shared, two-week experience. Admitted students will explore all aspects of student life as they engage with world-class faculty, explore the iconic landscapes and communities surrounding Missoula, Montana and build meaningful connections with other high school students and graduating high school seniors.",https://www.umt.edu/summer/pre-college/,b577e307-489a-45ea-8700-9b313b41a907,"[""In-Person""]","[""Montana""]","[""Paid""]","[""Program"",""Mixed"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
YES for CURE,Harvard,"The Young Empowered Scientists for ContinUed Research Engagement (YES for CURE) Program is a three-year training initiative for highly motivated high school and undergraduate students interested in pursuing a career in scientific research. Through engagement in mentored summer research projects, participation in an advanced scientific curriculum during the academic year, and year-round professional skills training, students will acquire scientific knowledge and technical skills, and increase their understanding of how to conduct biomedical research.  This initiative is funded through an R25 grant from the National Cancer Institute (NCI CA221738).",https://www.dfhcc.harvard.edu/research/cancer-disparities/students/yes-for-cure,b5c70d78-8b45-4cee-abad-943fe55c80dc,"[""In-Person""]","[""Massachusetts""]","[""Free""]","[""Program"",""Medicine"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
Summer Scholars,UND,"Summer Scholars participants spend two intensive weeks on Notre Dame's campus taking a challenging college-level course taught by Notre Dame faculty. We keep the classes small and personal attention from Notre Dame faculty high. The coursework is a true preview of college academics—it is both rigorous and rewarding, and students could earn one transferable college credit upon the completion of a program track. Students collaborate on coursework outside designated class times as they would in any college setting. There is also ample time to enjoy the social facets of college life, especially those unique to Notre Dame.",https://precollege.nd.edu/summer-scholars/,b605a8bd-1c6d-4206-b0ea-ab1cdd58e31b,"[""In-Person""]","[""Indiana""]","[""Paid""]","[""Program"",""Mixed"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Badger Summer Scholars,UW Madison,"Spend your summer with UW–Madison, exploring a college-level course, living and learning with a community of peers. Badger Summer Scholars is a transformative learning opportunity for high school students across several academic areas of interest. Applicants should be ready to take the next step in their academic journey and to engage in a lively college program with peers from all over the country.",https://precollege.wisc.edu/explore-programs/,b665bedc-9cbb-4d48-81d0-e2dc3f8c3a5e,"[""In-Person""]","[""Wisconsin""]","[""Paid""]","[""Program"",""Mixed"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Stanford E-Japan Program,Stanford SPICE,"Stanford e-Japan is a distance-learning course that enrolls 25-30 exceptional high school students from Japan to engage in an intensive study of U.S. society and culture and the U.S.-Japan relationship. This program provides students with opportunities to interact with top scholars and diplomats through online lectures and discussions, introducing both U.S. and Japanese perspectives on historical and contemporary global issues. This course is taught entirely in English.",https://spicestanford.smapply.io/,b66b6adf-fb4e-4d70-8e91-0e215ae63dfa,"[""Remote""]","[""California""]","[""Free""]","[""Program"",""Humanities"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Intensive Law Program,Stanford SLSI,"Intensive Law & Trial allows you to immerse yourself in the theory and practice of law and to develop a roadmap for becoming a lawyer. At this 10-day program, you’ll be exposed to the practice of law, legal rhetoric, and ethics from preeminent legal professionals, including Stanford Law School professors. You’ll also develop and practice essential legal skills, such as making impactful opening statements and closing arguments, preparing cases, and readying witnesses for cross-examination.",https://www.envisionexperience.com/explore-our-programs/intensive-law-and-trial/,b736d229-a797-4228-8eec-ba623dd752df,"[""In-Person""]","[""California""]","[""Paid""]","[""Program"",""Humanities"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
National Summer Transportation Institute,UNLV,"Participants will live on-campus at UNLV for two weeks while they explore modes of transportation, urban infrastructure planning, pedestrian safety and various career opportunities. We also offer college preparation and life skills activities, college seminars, UNLV lab tours, field trips, peer mentoring sessions with UNLV students, and exciting group projects.",https://youngrebels.unlv.edu/programs/national-summer-transportation-institute/,b75bd736-0350-4b31-a355-a727fe30a3e5,"[""In-Person""]","[""Nevada""]","[""Free""]","[""Program"",""Mixed"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
Pre-College Residential Programs at UMass Amherst,UMass,"Residential pre-college programs at UMass combine all the major elements of college, including great academics, living in a residence hall, and eating in our award-winning dining commons. Of course, it takes a little help to adjust to life on a college campus, so we have live-in program assistants who are specially trained to help you get used to a new environment. We have lots of fun events in the evenings and on weekends that help you connect with other pre-college students.",https://www.umass.edu/uww/programs/pre-college/residential,b7b28faf-a97a-4d4d-a84b-8f62d8083f2f,"[""In-Person""]","[""Massachusetts""]","[""Paid""]","[""Program"",""Mixed"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
University of Kentucky,Start Program,The Start Program offers high school students an opportunity to explore neuroscience through hands-on activities and research experiences. Participants will engage with faculty and graduate students to learn about the brain and its functions while developing critical thinking and problem-solving skills in a supportive environment.,https://medicine.uky.edu/departments/neuroscience/start-program,b8c1b92a-c628-4236-9518-80d360e940ea,"[""In-Person""]","[""Kentucky""]","[""Free""]","[""Program"",""Medicine"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Creative Writing Program,UVA,"The UVA Northern Virginia Creative Writing program is a weeklong, online course focused on developing participants' writing skills. It involves daily two-hour sessions from June 17-21, including in-class writing, workshops, and individual consultations. The course covers key writing concepts such as craft, style, revision, and feedback. Students will explore their chosen topics and finish with a polished piece of writing. The cost is $750, and it requires an internet connection and access to Zoom.",https://northern.virginia.edu/programs/creative-writing/,b92457f4-eef6-4c44-8f2d-ce41420acd24,"[""Remote""]","[""Virginia""]","[""Paid""]","[""Program"",""Humanities"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
